平台,订单ID,达人昵称,达人UID,达人号,粉丝数,带货类型,带货等级,近30日销量,申样时间,领样商品,店铺名称,商品价格,商品ID,商品规格,件数,媒介,创建人,审核时间,同步ERP时间,发货时间
抖音,SPUXBB202507171057342U9ZH43JH,鸥纪儿直播号7月19号早上8点大大大破价,"3715970506696012	",Tinax2,481213,直播为主,L6,129383,2025-07-17 10:57,米莉马莉100抽*10包起保湿乳霜柔纸巾云柔巾抽纸巾柔润保湿纸巾,米莉马莉官方旗舰店,69.8,"3731477907713949962	",3层柔韧100抽*18包,2,何露,何露,2025-07-17 11:03:14,2025-07-17 11:03:26,2025-07-18 10:40:22
视频号,SPUXBB20250717104352IPKGAEF2G,小秋大班了,"	",sph1e6RvadxBegC,0,,,0,2025-07-17 10:43,米莉马莉6液1器/8液2器电热蚊香液驱蚊器套装灭蚊水蚊香液家用,米莉马莉个护,29.9,"10000233657492	",8瓶+2加热器,1,鞠洁,鞠洁,2025-07-17 11:03:14,2025-07-17 11:03:26,2025-07-18 10:40:22
抖音,SPUXBB20250717100514I94YYC1WX,瑤,"	",91621465,10711,直播为主,L3,942,2025-07-17 10:05,【加厚4层30抽*15包起】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉婴童用品旗舰店,39.6,"3706832255759548879	",【更多人选择】4层加厚30抽*30包,1,武倩雯,武倩雯,2025-07-17 11:03:14,2025-07-17 11:03:26,2025-07-18 10:40:22
抖音,SPUXBB20250717094859W44F9PNUK,牛牛加油,"	",81726629835,26066,直播为主,,10342,2025-07-17 09:48,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,倪萍萍,倪萍萍,2025-07-17 11:03:14,2025-07-17 11:03:26,2025-07-18 10:40:22
抖音,SPUXBB20250717094859W44F9PNUK,牛牛加油,"	",81726629835,26066,直播为主,,10342,2025-07-17 09:48,米莉马莉100抽*10包起保湿乳霜柔纸巾云柔巾抽纸巾柔润保湿纸巾,米莉马莉官方旗舰店,19.9,"3731477907713949962	",3层柔韧100抽*10包,1,倪萍萍,倪萍萍,2025-07-17 11:03:14,2025-07-17 11:03:26,2025-07-18 10:40:22
抖音,SPUXBB20250717093849QWC0JINIJ,陈老师颈椎锻炼,"	",93621739253,1173419,直播为主,L4,615,2025-07-17 09:38,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,39.9,"3759723811717644965	",100%全棉洗脸巾80抽*3包,1,倪萍萍,倪萍萍,2025-07-17 11:03:14,2025-07-17 11:03:26,2025-07-18 10:40:22
抖音,SPUXBB202507162353298UCAZ9H53,恩恩en麻麻17号婴儿水,"	",45515073711,335564,视频为主,L5,1252,2025-07-16 23:53,米莉马莉悬挂式410抽婴儿保湿乳霜柔纸巾母婴抽纸宝宝云柔面巾纸,米莉马莉官方旗舰店,39.6,"3684191136068534313	",【共1640抽】410抽*4提（+挂钩）,1,刘丹,刘丹,2025-07-16 23:53:35,2025-07-16 23:53:44,2025-07-18 10:40:21
抖音,SPUXBB202507162353298UCAZ9H53,恩恩en麻麻17号婴儿水,"	",45515073711,335564,视频为主,L5,1252,2025-07-16 23:53,米莉马莉婴儿湿巾10包*10抽/包新生儿宝宝手口专用湿巾便携湿纸巾,米莉马莉官方旗舰店,13.8,"3563219396791005126	",20包*10抽/包【140*180mm】,1,刘丹,刘丹,2025-07-16 23:53:35,2025-07-16 23:53:44,2025-07-18 10:40:21
抖音,SPUXBB202507162353298UCAZ9H53,恩恩en麻麻17号婴儿水,"	",45515073711,335564,视频为主,L5,1252,2025-07-16 23:53,【共240抽】米莉马莉保湿乳霜柔纸巾40抽婴儿湿巾宝宝柔软纸巾抽纸,MillyMally亲子旗舰店,37.8,"3683428970616979754	",先行版【4层150*190mm】40抽*6包,2,刘丹,刘丹,2025-07-16 23:53:35,2025-07-16 23:53:44,2025-07-18 10:40:21
抖音,SPUXBB20250716204139ONHC08SDW,露莉-里里吖,"4242367616661695	",56516771033,68971,直播为主,,29343,2025-07-16 20:41,米莉马莉便携20抽湿厕纸女士母婴可用厕纸湿巾擦屁股男士湿巾,米莉马莉个人护理旗舰店,39.6,"3762514060894142551	",纯水湿厕纸20抽*6包,2,万明月,万明月,2025-07-17 11:03:14,2025-07-17 11:03:26,2025-07-18 10:40:21
小红书,SPUXBB20250716203952VKNOAPFXC,桃大娘家,"	",9503585811,217830,,,0,2025-07-16 20:39,纯水湿厕纸巾80抽2包家庭实惠洁厕所擦屁股男士女士母婴可用,米莉马莉旗舰店,19.8,"6752c29aada6590001f25a17	",湿厕纸80抽*2包,2,万明月,万明月,2025-07-17 11:03:14,2025-07-17 11:03:26,2025-07-18 10:40:21
抖音,SPUXBB20250716180915TK4TIOYNY,诺诺妈妈好物分享,"102721898201	",1246023050,3509,视频为主,L1,218,2025-07-16 18:09,【3层30抽*15包】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,MillyMally亲子旗舰店,19.9,"3753192607556174749	",30抽*15包,1,李冰心,李冰心,2025-07-17 11:03:13,2025-07-17 11:03:26,2025-07-18 10:40:21
视频号,SPUXBB20250716180034B0VCAWGMN,顾佳老板娘,"	",sphq68TjyeHdb2M,0,,,0,2025-07-16 18:00,米莉马莉8抽*28包手帕湿巾手口便携式一次性迷你湿巾,米莉马莉个护,9.9,"10000233793299	",便携手帕湿巾8抽*28包,1,王晓寒,赵鑫诺,2025-07-16 18:00:44,2025-07-16 18:00:51,2025-07-18 09:40:21
视频号,SPUXBB20250716180034B0VCAWGMN,顾佳老板娘,"	",sphq68TjyeHdb2M,0,,,0,2025-07-16 18:00,[加厚4层30抽*15包起]米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉个护,9.9,"10000241287228	",【尝鲜试用】4层加厚30抽*15包,1,王晓寒,赵鑫诺,2025-07-16 18:00:44,2025-07-16 18:00:51,2025-07-18 09:40:21
抖音,SPUXBB20250716175007F81XHJ1Q9,兜兜妈妈（分享记）,"	",dy2lfazzsbxt,3199,视频为主,L2,82,2025-07-16 17:50,【3层30抽*15包】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,MillyMally亲子旗舰店,39.8,"3753192607556174749	",30抽*15包,2,鞠洁,鞠洁,2025-07-16 18:00:43,2025-07-16 18:00:51,2025-07-18 10:40:21
小红书,SPUXBB20250716174308HP4Y6YJOQ,旺仔乌龙茶,"	",2624511280,3074,,,0,2025-07-16 17:43,【3层30抽*15包起】婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉旗舰店,19.8,"686f8939e58d070001e6a01d	",30抽*30包,1,鞠洁,鞠洁,2025-07-16 18:00:43,2025-07-16 18:00:51,2025-07-18 10:40:21
小红书,SPUXBB20250716174308HP4Y6YJOQ,旺仔乌龙茶,"	",2624511280,3074,,,0,2025-07-16 17:43,便携手帕湿巾8抽*28包婴儿湿巾湿宝宝手口便携式便携湿巾,米莉马莉旗舰店,9.9,"66f617fb2402f8000112afb6	",便携手帕湿巾8抽*28包,1,鞠洁,鞠洁,2025-07-16 18:00:43,2025-07-16 18:00:51,2025-07-18 10:40:21
抖音,SPUXBB202507161739527KQR1QNUI,玟玟呀🧸,"	",17808169,3128,视频为主,L2,392,2025-07-16 17:39,米莉马莉100%纯棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾柔巾TZ,MillyMally亲子旗舰店,39.9,"3762841586552143990	",100%全棉洗脸巾80抽*3包,1,王伟,王伟,2025-07-16 18:00:42,2025-07-16 18:00:51,2025-07-18 10:40:21
小红书,SPUXBB20250716172150O1SPSQ2AI,可爱U,"	",5529615752,3293,,,0,2025-07-16 17:21,便携手帕湿巾8抽*28包婴儿湿巾湿宝宝手口便携式便携湿巾,米莉马莉旗舰店,9.9,"66f617fb2402f8000112afb6	",便携手帕湿巾8抽*28包,1,徐蕾,徐蕾,2025-07-16 17:28:06,2025-07-16 17:28:10,2025-07-18 10:40:21
小红书,SPUXBB20250716172150O1SPSQ2AI,可爱U,"	",5529615752,3293,,,0,2025-07-16 17:21,20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉旗舰店,9.9,"6867485b75650600018271c0	",婴儿手口湿巾20抽*10包,1,徐蕾,徐蕾,2025-07-16 17:28:06,2025-07-16 17:28:10,2025-07-18 10:40:21
抖音,SPUXBB202507161707158JVTDQLC4,华科总仓,"	",67302980655,61044,直播为主,,401,2025-07-16 17:07,米莉马莉100抽*10包起保湿乳霜柔纸巾云柔巾抽纸巾柔润保湿纸巾,米莉马莉官方旗舰店,19.9,"3731477907713949962	",3层柔韧100抽*10包,1,倪萍萍,倪萍萍,2025-07-16 17:15:26,2025-07-16 17:15:34,2025-07-18 10:40:21
抖音,SPUXBB20250716165113A0MZHEPKK,天天kids母婴用品（哺乳期）,"	",23655866,36799,,,0,2025-07-16 16:51,米莉马莉便携20抽湿厕纸女士母婴可用厕纸湿巾擦屁股男士湿纸巾TZ,MillyMally亲子旗舰店,19.8,"3763215336594342259	",纯水湿厕纸20抽*6包,1,杜新新,杜新新,2025-07-16 17:15:26,2025-07-16 17:15:34,2025-07-18 10:40:21
抖音,SPUXBB20250716165113A0MZHEPKK,天天kids母婴用品（哺乳期）,"	",23655866,36799,,,0,2025-07-16 16:51,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾运动冰凉毛巾tz,MillyMally亲子旗舰店,35.6,"3762646431786205556	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-16 17:15:26,2025-07-16 17:15:34,2025-07-18 10:40:21
抖音,SPUXBB20250716165113A0MZHEPKK,天天kids母婴用品（哺乳期）,"	",23655866,36799,,,0,2025-07-16 16:51,【小登专属】米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性,米莉马莉母婴旗舰店,39.8,"3762470104093294745	",便携手帕湿巾8抽*28包,2,杜新新,杜新新,2025-07-16 17:15:26,2025-07-16 17:15:34,2025-07-18 10:40:21
抖音,SPUXBB20250716164918UEVXTQXVA,媛媛家全品类,"	",54452689917,13527,直播为主,L5,35557,2025-07-16 16:49,【到手50包】米莉马莉保湿乳霜柔纸巾120抽+30抽母婴保湿云柔巾tz,MillyMally亲子旗舰店,99.9,"3746896131855089929	",乳霜纸120抽*20包+乳霜纸30抽*30包,1,杜新新,杜新新,2025-07-16 17:15:26,2025-07-16 17:15:34,2025-07-18 09:40:21
抖音,SPUXBB20250716164629SPG6BQ4R6,柒柒baby,"	",V1204602464,20951,视频为主,L2,1157,2025-07-16 16:46,【到手12包共2040抽】米莉马莉婴儿乳霜柔纸巾170抽保湿纸柔软便携,米莉马莉官方旗舰店,79.9,"3660579924143659907	", 【共2040抽】12包*170抽,1,李冰心,李冰心,2025-07-16 17:15:26,2025-07-16 17:15:34,2025-07-18 10:40:21
小红书,SPUXBB20250716163512LGWBOG6YK,豆包的麻麻酱,"	",187917845,7514,,,0,2025-07-16 16:35,80抽10包婴儿湿巾新生手口专用宝宝幼儿童大包装（分两个包裹发）,米莉马莉旗舰店,29.9,"66f60e15674dfd000152d4a1	",80抽*10包,1,徐蕾,徐蕾,2025-07-16 17:15:26,2025-07-16 17:15:34,2025-07-18 10:40:21
快手,SPUXBB202507161632186AOS1ZHFQ,DDAT朵朵爱童,"	",ddat1993,629140,,,0,2025-07-16 16:32,【宠粉福利】米莉马莉80抽10包婴儿湿巾手口专用家庭实惠大包,米莉马莉母婴旗舰店,29.9,"20614236607810	",80抽*10包,1,樊雅静,赵鑫诺,2025-07-16 16:32:31,2025-07-16 16:32:40,2025-07-18 09:40:21
快手,SPUXBB202507161632186AOS1ZHFQ,DDAT朵朵爱童,"	",ddat1993,629140,,,0,2025-07-16 16:32,米莉马莉30抽x15包保湿乳霜柔纸巾宝宝柔软抽纸巾,米莉马莉官方旗舰店,9.9,"24489136165356	",保湿乳霜纸30抽*15包,1,樊雅静,赵鑫诺,2025-07-16 16:32:31,2025-07-16 16:32:40,2025-07-18 09:40:21
快手,SPUXBB202507161632186AOS1ZHFQ,DDAT朵朵爱童,"	",ddat1993,629140,,,0,2025-07-16 16:32,米莉马莉160抽洗脸巾壁挂式珍珠纹洁面云感绵柔巾,米莉马莉官方旗舰店,49.9,"23039359186356	",【超值推荐】加厚升级绵柔巾160抽*3包,1,樊雅静,赵鑫诺,2025-07-16 16:32:31,2025-07-16 16:32:40,2025-07-18 09:40:21
抖音,SPUXBB20250716161324PL4M905GH,二哥有点暖🍯,"111213459522	",doupi2117,1974603,直播为主,L3,9344,2025-07-16 16:13,米莉马莉80抽纯水湿厕纸壁挂式实惠装厕所湿纸巾女士悬挂式湿厕TZ,MillyMally亲子旗舰店,65.8,"3763215991669129305	",挂壁式纯水湿厕纸80抽*5包,2,刘丹,刘丹,2025-07-16 16:13:32,2025-07-16 16:13:34,2025-07-16 17:40:34
小红书,SPUXBB202507161609496FCFOW3XF,一盒小薯条,"	",549552314,4857,,,0,2025-07-16 16:09,80抽10包婴儿湿巾新生手口专用宝宝幼儿童大包装（分两个包裹发）,米莉马莉旗舰店,29.9,"66f60e15674dfd000152d4a1	",80抽*10包,1,徐蕾,徐蕾,2025-07-16 16:32:31,2025-07-16 16:32:40,2025-07-18 10:40:21
小红书,SPUXBB202507161609496FCFOW3XF,一盒小薯条,"	",549552314,4857,,,0,2025-07-16 16:09,保湿乳霜柔纸巾120抽*12包母婴保湿云柔巾柔润湿纸巾,米莉马莉旗舰店,27.9,"68636dd647fd8b00017f1680	",【共1440抽】12包*120抽,1,徐蕾,徐蕾,2025-07-16 16:32:31,2025-07-16 16:32:40,2025-07-18 10:40:21
抖音,SPUXBB20250716160827N3R6K9JIZ,有梦百货,"476524684262892	",85877414434,3291,直播为主,,25189,2025-07-16 16:08,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,2025-07-16 16:32:31,2025-07-16 16:32:40,2025-07-18 10:40:21
抖音,SPUXBB20250716160827N3R6K9JIZ,有梦百货,"476524684262892	",85877414434,3291,直播为主,,25189,2025-07-16 16:08,【120抽共12包】米莉马莉保湿乳霜柔纸巾母婴保湿云柔巾抽纸巾柔软,米莉马莉母婴旗舰店,39.9,"3705916628995801503	",12包*120抽,1,徐蕾,徐蕾,2025-07-16 16:32:31,2025-07-16 16:32:40,2025-07-18 10:40:21
抖音,SPUXBB20250716160225SW6HUM0LO,AEROBI ACTIVE运动健身旗舰店,"	",97036537690,124521,直播为主,,49804,2025-07-16 16:02,【共600抽】米莉马莉婴儿乳霜柔纸巾母婴保湿云柔巾宝宝亲肤抽纸巾,米莉马莉母婴旗舰店,11.9,"3638310988610167625	",【 共600抽】3包,1,王晓寒,赵鑫诺,2025-07-16 16:02:36,2025-07-16 16:02:43,2025-07-18 10:40:21
抖音,SPUXBB20250716160225SW6HUM0LO,AEROBI ACTIVE运动健身旗舰店,"	",97036537690,124521,直播为主,,49804,2025-07-16 16:02,米莉马莉一次性床上四件套床单被罩枕套酒店旅行旅游双人加厚隔脏,米莉马莉个人护理旗舰店,19.2,"3739308580185178474	",小兔子，四件套双人套装*1套,1,王晓寒,赵鑫诺,2025-07-16 16:02:36,2025-07-16 16:02:43,2025-07-18 10:40:21
抖音,SPUXBB20250716155422NGEV0YM0C,朱哥大舞台，团队招人,"2.87677008367057E+15	",aaa213aaa213,918029,直播为主,,1295,2025-07-16 15:54,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,2025-07-16 16:02:35,2025-07-16 16:02:43,2025-07-18 10:40:21
抖音,SPUXBB20250716155422NGEV0YM0C,朱哥大舞台，团队招人,"2.87677008367057E+15	",aaa213aaa213,918029,直播为主,,1295,2025-07-16 15:54,【3层30抽*15包】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,MillyMally亲子旗舰店,19.9,"3753192607556174749	",30抽*15包,1,徐蕾,徐蕾,2025-07-16 16:02:35,2025-07-16 16:02:43,2025-07-18 10:40:21
抖音,SPUXBB20250716154911QLHR60OAQ,乔有鲤,"	",1120455253,70962,直播为主,L4,17216,2025-07-16 15:49,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,2025-07-16 16:02:35,2025-07-16 16:02:43,2025-07-18 10:40:21
抖音,SPUXBB20250716154911QLHR60OAQ,乔有鲤,"	",1120455253,70962,直播为主,L4,17216,2025-07-16 15:49,米莉马莉20抽湿巾随身装婴幼儿新生宝宝手口专用家用小包便携TZ,MillyMally亲子旗舰店,19.8,"3763050921085501815	",婴儿手口湿巾20抽*10包,1,徐蕾,徐蕾,2025-07-16 16:02:35,2025-07-16 16:02:43,2025-07-18 10:40:21
抖音,SPUXBB20250716154911QLHR60OAQ,乔有鲤,"	",1120455253,70962,直播为主,L4,17216,2025-07-16 15:49,【120抽共12包】米莉马莉保湿乳霜柔纸巾母婴保湿云柔巾抽纸巾柔软,米莉马莉母婴旗舰店,39.9,"3705916628995801503	",12包*120抽,1,徐蕾,徐蕾,2025-07-16 16:02:35,2025-07-16 16:02:43,2025-07-18 10:40:21
抖音,SPUXBB2025071615463027FJ0NV89,愚蠢的大学生,"3526877122408135	",43856268530,10648,视频为主,,1272,2025-07-16 15:46,【到手12包共2040抽】米莉马莉婴儿乳霜柔纸巾170抽保湿纸柔软便携,米莉马莉官方旗舰店,79.9,"3660579924143659907	", 【共2040抽】12包*170抽,1,李冰心,李冰心,2025-07-16 15:48:46,2025-07-16 15:48:54,2025-07-18 10:40:20
抖音,SPUXBB20250716154248XRQ3V67UB,在逃公主.,"	",45529218470,2367,视频为主,L4,80,2025-07-16 15:42,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,39.9,"3759723811717644965	",100%全棉洗脸巾80抽*3包,1,武倩雯,武倩雯,2025-07-16 15:48:46,2025-07-16 15:48:54,2025-07-18 10:40:20
抖音,SPUXBB20250716154215FTAB0MNEV,大宁子💫,"108657171255	",1818567572,3245,视频为主,L2,552,2025-07-16 15:42,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,9.9,"3702937530157629739	",便携手帕湿巾8抽*28包,1,何露,何露,2025-07-16 15:48:46,2025-07-16 15:48:54,2025-07-18 10:40:20
抖音,SPUXBB20250716152953K7QABTA74,多肉小丸子（孕期）,"	",X521508402,10408,,,42,2025-07-16 15:29,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,9.9,"3702937530157629739	",便携手帕湿巾8抽*28包,1,倪萍萍,倪萍萍,2025-07-16 15:48:46,2025-07-16 15:48:54,2025-07-18 10:40:20
抖音,SPUXBB20250716150353PIDAIDIC3,@宝丰韵瑜伽岳蕊,"	",1439389058,52991,直播为主,L2,440,2025-07-16 15:03,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,9.9,"3702937530157629739	",便携手帕湿巾8抽*28包,1,倪萍萍,倪萍萍,2025-07-16 15:48:45,2025-07-16 15:48:54,2025-07-18 10:40:20
抖音,SPUXBB20250716150009PCB0DTJ5B,温暖艺术课堂（温温老师）,"3162641195603844	",61240036320,97600,直播为主,L2,392,2025-07-16 15:00,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,9.9,"3702937530157629739	",便携手帕湿巾8抽*28包,1,李冰心,李冰心,2025-07-16 15:03:05,2025-07-16 15:03:21,2025-07-18 10:40:20
抖音,SPUXBB20250716145046OHFDPH0QI,步美（分享版）,"	",gaomenmen222,17951,视频为主,L3,278,2025-07-16 14:50,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,武倩雯,武倩雯,2025-07-16 15:03:05,2025-07-16 15:03:21,2025-07-18 10:40:20
抖音,SPUXBB20250716143116QMCJVLCX1,小阿月🌸,"	",JIN96914,3900,视频为主,,173,2025-07-16 14:31,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,9.9,"3702937530157629739	",便携手帕湿巾8抽*28包,1,何露,何露,2025-07-16 14:32:36,2025-07-16 14:32:49,2025-07-16 15:40:33
抖音,SPUXBB20250716142938ERRLGSME7,可以妈妈的折扣店,"2254479452543879	",45459449692,2820,直播为主,,2580,2025-07-16 14:29,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,39.9,"3759723811717644965	",100%全棉洗脸巾80抽*3包,1,徐蕾,徐蕾,2025-07-16 14:32:36,2025-07-16 14:32:49,2025-07-16 15:40:33
抖音,SPUXBB20250716142938ERRLGSME7,可以妈妈的折扣店,"2254479452543879	",45459449692,2820,直播为主,,2580,2025-07-16 14:29,【120抽共12包】米莉马莉保湿乳霜柔纸巾母婴保湿云柔巾抽纸巾柔软,米莉马莉母婴旗舰店,39.9,"3705916628995801503	",12包*120抽,1,徐蕾,徐蕾,2025-07-16 14:32:36,2025-07-16 14:32:49,2025-07-16 15:40:33
抖音,SPUXBB20250716142938ERRLGSME7,可以妈妈的折扣店,"2254479452543879	",45459449692,2820,直播为主,,2580,2025-07-16 14:29,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,2025-07-16 14:32:36,2025-07-16 14:32:49,2025-07-16 15:40:33
抖音,SPUXBB20250716134447RHR50X38B,跑爸老夏,"	",paobalaoxia,5376,直播为主,,3360,2025-07-16 13:44,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,武倩雯,武倩雯,2025-07-16 14:27:45,2025-07-16 14:27:53,2025-07-18 09:40:21
抖音,SPUXBB20250716133736FZPB0H92C,Doki Lee,"3393555098246235	",DokiLee999,1982,直播为主,L2,203,2025-07-16 13:37,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,2025-07-16 14:27:45,2025-07-16 14:27:53,2025-07-16 15:40:33
抖音,SPUXBB20250716133736FZPB0H92C,Doki Lee,"3393555098246235	",DokiLee999,1982,直播为主,L2,203,2025-07-16 13:37,米莉马莉洗脸巾壁挂式一次性洁面绵柔巾加厚悬挂式洗面干湿擦脸巾,MillyMally亲子旗舰店,15.7,"3675640869744148700	",【加厚珍珠纹】100抽*2提,1,徐蕾,徐蕾,2025-07-16 14:27:45,2025-07-16 14:27:53,2025-07-16 15:40:33
快手,SPUXBB20250716132443VE143DSLR,孤岛的鱼,"4788017039	",4788017039,282,,,0,2025-07-16 13:24,迷你手帕湿巾8抽*28包婴儿便携装宝宝手口湿巾,米莉马莉官方旗舰店,9.9,"22686197529356	",便携装迷你手帕湿巾8抽*28包,1,鞠洁,鞠洁,2025-07-16 14:27:45,2025-07-16 14:27:53,2025-07-16 15:40:33
小红书,SPUXBB20250716131604KCI1QBDSF,南星,"	",110346384,10749,,,0,2025-07-16 13:16,80抽10包婴儿湿巾新生手口专用宝宝幼儿童大包装（分两个包裹发）,米莉马莉旗舰店,29.9,"66f60e15674dfd000152d4a1	",80抽*10包,1,徐蕾,徐蕾,2025-07-16 14:27:45,2025-07-16 14:27:53,2025-07-16 15:40:32
小红书,SPUXBB20250716131604KCI1QBDSF,南星,"	",110346384,10749,,,0,2025-07-16 13:16,【加厚4层30抽15包起】婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉旗舰店,9.9,"6704cbc594a44c00013e85a1	",【尝鲜试用】4层加厚30抽*15包,1,徐蕾,徐蕾,2025-07-16 14:27:45,2025-07-16 14:27:53,2025-07-16 15:40:32
