平台,订单ID,达人昵称,达人UID,达人号,粉丝数,带货类型,带货等级,近30日销量,申样时间,领样商品,店铺名称,商品价格,商品ID,商品规格,件数,媒介,创建人,审核时间,同步ERP时间,发货时间
快手,SPUXBB20250718132527E35J8VG7L,万邦（抗癌中）,"	",y15141758576,3501,,,0,2025-07-18 13:25,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,19.8,"24842380196356	",冰感小毛巾1条*5包，绿色,2,鞠洁,鞠洁,,,
抖音,SPUXBB202507181324225P6T45NXF,吖皮🐻,"	",91481631754,3767,直播为主,L1,1662,2025-07-18 13:24,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,,,
抖音,SPUXBB20250718132035YEIPIX93Z,龙云小超市,"	",longyun0718,11268,视频为主,L3,42,2025-07-18 13:20,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,9.9,"3702937530157629739	",便携手帕湿巾8抽*28包,1,武倩雯,武倩雯,,,
抖音,SPUXBB20250718132035YEIPIX93Z,龙云小超市,"	",longyun0718,11268,视频为主,L3,42,2025-07-18 13:20,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,武倩雯,武倩雯,,,
抖音,SPUXBB20250718131952JB4F8VB2B,佳佳甄选,"4212929151633863	",dyl5jygc9613,4950,直播为主,L3,4883,2025-07-18 13:19,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,,,
抖音,SPUXBB2025071813132515OBD1JKC,品牌童装特卖   妍妈,"	",63980283707,33430,直播为主,L3,14541,2025-07-18 13:13,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,2025-07-18 13:16:56,2025-07-18 13:17:05,
抖音,SPUXBB2025071813132515OBD1JKC,品牌童装特卖   妍妈,"	",63980283707,33430,直播为主,L3,14541,2025-07-18 13:13,【120抽共12包】米莉马莉保湿乳霜柔纸巾母婴保湿云柔巾抽纸巾柔软,米莉马莉母婴旗舰店,39.9,"3705916628995801503	",12包*120抽,1,徐蕾,徐蕾,2025-07-18 13:16:56,2025-07-18 13:17:05,
小红书,SPUXBB20250718131223GMFG5I77R,钰锡宝贝吖,"	",1593753063,0,,,0,2025-07-18 13:12,20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉旗舰店,9.9,"6867485b75650600018271c0	",婴儿手口湿巾20抽*10包,1,徐蕾,徐蕾,2025-07-18 13:16:55,2025-07-18 13:17:05,
抖音,SPUXBB20250718112933S0TU7IP3V,萌萌的元宝（33周早产）,"2651661261078926	",mengmengjia66677,3545,直播为主,L3,181,2025-07-18 11:29,【到手12包共2040抽】米莉马莉婴儿乳霜柔纸巾170抽保湿纸柔软便携,米莉马莉官方旗舰店,79.9,"3660579924143659907	", 【共2040抽】12包*170抽,1,何露,何露,2025-07-18 13:16:55,2025-07-18 13:17:05,
抖音,SPUXBB20250718112829XFQV6WFFF,佳佳好物百货,"	",jiajiahaowub,2217332,视频为主,L5,997,2025-07-18 11:28,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,39.9,"3759723811717644965	",100%全棉洗脸巾80抽*3包,1,何露,何露,2025-07-18 13:16:55,2025-07-18 13:17:05,
抖音,SPUXBB20250718111528ZEMJ0SO5M,恩可爱麻麻,"86967242745	",275088711,4671,,L1,619,2025-07-18 11:15,【3层30抽*15包】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,MillyMally亲子旗舰店,19.9,"3753192607556174749	",30抽*15包,1,何露,何露,2025-07-18 13:16:55,2025-07-18 13:17:05,
抖音,SPUXBB20250718111528ZEMJ0SO5M,恩可爱麻麻,"86967242745	",275088711,4671,,L1,619,2025-07-18 11:15,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,9.9,"3702937530157629739	",便携手帕湿巾8抽*28包,1,何露,何露,2025-07-18 13:16:55,2025-07-18 13:17:05,
快手,SPUXBB20250718110046I487XKKR3,孤岛的鱼,"4788017039	",4788017039,282,,,0,2025-07-18 11:00,【大新专享】米莉马莉80抽10包婴儿手口湿巾新生儿专用实惠大包装,米莉马莉官方旗舰店,29.9,"20487907329356	",80抽*10包,1,鞠洁,鞠洁,2025-07-18 13:16:55,2025-07-18 13:17:05,
抖音,SPUXBB20250718105455E390XGTZN,金豆丁儿U0001fad8,"2846000256656971	",duojinjin6688,10270,视频为主,L3,817,2025-07-18 10:54,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,李冰心,李冰心,2025-07-18 13:16:54,2025-07-18 13:17:05,
抖音,SPUXBB202507181037485QTPRM5DW,瑜瑜麻麻,"	",0T1512158,7076,视频为主,,616,2025-07-18 10:37,【加厚4层30抽*15包起】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉婴童用品旗舰店,19.8,"3706832255759548879	",【尝鲜试用】4层加厚30抽*15包,1,倪萍萍,倪萍萍,2025-07-18 13:16:54,2025-07-18 13:17:05,
抖音,SPUXBB202507181037485QTPRM5DW,瑜瑜麻麻,"	",0T1512158,7076,视频为主,,616,2025-07-18 10:37,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉婴童用品旗舰店,19.8,"3761524987874378009	",婴儿手口湿巾20抽*10包,1,倪萍萍,倪萍萍,2025-07-18 13:16:54,2025-07-18 13:17:05,
抖音,SPUXBB20250718103429J3QDZ8K7J,丹丹和婆婆的日常,"	",65463321379,20158,视频为主,,28718,2025-07-18 10:34,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,倪萍萍,倪萍萍,2025-07-18 13:16:54,2025-07-18 13:17:05,
抖音,SPUXBB20250718103429J3QDZ8K7J,丹丹和婆婆的日常,"	",65463321379,20158,视频为主,,28718,2025-07-18 10:34,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,39.9,"3759723811717644965	",100%全棉洗脸巾80抽*3包,1,倪萍萍,倪萍萍,2025-07-18 13:16:54,2025-07-18 13:17:05,
快手,SPUXBB20250718101703GWPIIGGQ5,马蕊妈妈🍀,"	",marui101811,247496,直播为主,,810,2025-07-18 10:17,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,19.8,"24842380196356	",冰感小毛巾1条*5包，绿色,2,鞠洁,鞠洁,2025-07-18 13:16:54,2025-07-18 13:17:05,
快手,SPUXBB20250718101703GWPIIGGQ5,马蕊妈妈🍀,"	",marui101811,247496,直播为主,,810,2025-07-18 10:17,米莉马莉80抽10包婴儿湿巾新生手口专用实惠大包装【蓝亦雪优选】,米莉马莉官方旗舰店,29.9,"20340449749356	",80抽*10包,1,鞠洁,鞠洁,2025-07-18 13:16:54,2025-07-18 13:17:05,
小红书,SPUXBB2025071810060484EJSCY05,江美仪,"	",279388533,80634,,,0,2025-07-18 10:06,冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉旗舰店,35.6,"686f6f5d73988100010c8be0	",【冰感小毛巾】20包,1,鞠洁,鞠洁,2025-07-18 13:16:54,2025-07-18 13:17:05,
小红书,SPUXBB2025071810060484EJSCY05,江美仪,"	",279388533,80634,,,0,2025-07-18 10:06,【美仪优选】【3层30抽*15包起】婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉旗舰店,19.8,"686f899d9c0b440001662598	",30抽*15包,2,鞠洁,鞠洁,2025-07-18 13:16:54,2025-07-18 13:17:05,
小红书,SPUXBB2025071810060484EJSCY05,江美仪,"	",279388533,80634,,,0,2025-07-18 10:06,【美仪优选】便携手帕湿巾8抽*28包婴儿湿巾湿宝宝手口便携式便携,米莉马莉旗舰店,19.8,"686f878c3f6e4500010d7f8c	",便携手帕湿巾8抽*28包,2,鞠洁,鞠洁,2025-07-18 13:16:54,2025-07-18 13:17:05,
抖音,SPUXBB202507180938043V49JXW3M,刘小小呀,"	",Liuxiao9305,34525,视频为主,L2,3524,2025-07-18 09:38,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,武倩雯,武倩雯,2025-07-18 13:16:54,2025-07-18 13:17:05,
抖音,SPUXBB202507171940363T9DHI21D,杨宛,"	",5088871,1300903,直播为主,L6,14022,2025-07-17 19:40,米莉马莉纯水湿厕纸巾80抽家庭实惠洁厕所擦屁股男士女士母婴可用,米莉马莉母婴旗舰店,39.8,"3721078997371716077	",湿厕纸80抽*2包,2,何露,何露,2025-07-18 09:05:06,2025-07-18 09:05:18,
抖音,SPUXBB20250717192712WXSVNEF2B,优享轻奢婴童用品店,"3050461671472233	",87212181086,17210,直播为主,,13512,2025-07-17 19:27,米莉马莉便携20抽湿厕纸女士母婴可用厕纸湿巾擦屁股男士湿巾,米莉马莉个人护理旗舰店,39.6,"3762514060894142551	",纯水湿厕纸20抽*6包,2,何露,何露,2025-07-18 09:05:06,2025-07-18 09:05:18,
抖音,SPUXBB20250717192712WXSVNEF2B,优享轻奢婴童用品店,"3050461671472233	",87212181086,17210,直播为主,,13512,2025-07-17 19:27,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,9.9,"3702937530157629739	",便携手帕湿巾8抽*28包,1,何露,何露,2025-07-18 09:05:06,2025-07-18 09:05:18,
抖音,SPUXBB20250717192712WXSVNEF2B,优享轻奢婴童用品店,"3050461671472233	",87212181086,17210,直播为主,,13512,2025-07-17 19:27,【到手12包共2040抽】米莉马莉婴儿乳霜柔纸巾170抽保湿纸柔软便携,米莉马莉官方旗舰店,79.9,"3660579924143659907	", 【共2040抽】12包*170抽,1,何露,何露,2025-07-18 09:05:06,2025-07-18 09:05:18,
抖音,SPUXBB20250717192712WXSVNEF2B,优享轻奢婴童用品店,"3050461671472233	",87212181086,17210,直播为主,,13512,2025-07-17 19:27,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,18.8,"3762139389346578637	",【冰感小毛巾】10包,1,何露,何露,2025-07-18 09:05:06,2025-07-18 09:05:18,
抖音,SPUXBB20250717192712WXSVNEF2B,优享轻奢婴童用品店,"3050461671472233	",87212181086,17210,直播为主,,13512,2025-07-17 19:27,【加厚4层30抽*15包起】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉婴童用品旗舰店,59.2,"3706832255759548879	",【超值推荐】4层加厚30抽*45包,1,何露,何露,2025-07-18 09:05:06,2025-07-18 09:05:18,
抖音,SPUXBB20250717192712WXSVNEF2B,优享轻奢婴童用品店,"3050461671472233	",87212181086,17210,直播为主,,13512,2025-07-17 19:27,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,39.9,"3759723811717644965	",100%全棉洗脸巾80抽*3包,1,何露,何露,2025-07-18 09:05:06,2025-07-18 09:05:18,
抖音,SPUXBB20250717174721BBATODO4H,郭蓉蓉的哥（郭阳刚）,"	",grr9138,56199,直播为主,L4,6362,2025-07-17 17:47,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,李冰心,李冰心,2025-07-17 18:07:50,2025-07-17 18:08:00,2025-07-18 09:40:21
抖音,SPUXBB20250717173357H53KCWFXF,umi.,"1933412431303609	",39344514664,5202,视频为主,L3,38,2025-07-17 17:33,【3层30抽*15包】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,MillyMally亲子旗舰店,19.9,"3753192607556174749	",30抽*15包,1,李冰心,李冰心,2025-07-17 18:07:50,2025-07-17 18:08:00,2025-07-18 10:40:24
视频号,SPUXBB202507171732434T6I1M4PG,梦梦俣,"	",sphIpdOnLf8ZdG1,0,,,0,2025-07-17 17:32,米莉马莉纯水湿厕纸巾80抽家庭实惠洁厕所擦屁股男士女士母婴可用,米莉马莉,19.8,"10000172837091	",140*190mm（湿厕纸80抽*2包）,2,鞠洁,鞠洁,2025-07-17 18:07:50,2025-07-17 18:08:00,2025-07-18 09:40:21
视频号,SPUXBB202507171732434T6I1M4PG,梦梦俣,"	",sphIpdOnLf8ZdG1,0,,,0,2025-07-17 17:32,米莉马莉婴儿湿巾80抽*10包新生手口专用宝宝儿童家庭实惠大包装,米莉马莉个护,29.9,"10000233647043	",婴儿手口湿巾80抽x10包,1,鞠洁,鞠洁,2025-07-17 18:07:50,2025-07-17 18:08:00,2025-07-18 09:40:21
抖音,SPUXBB20250717165231DBZ0N596W,小许少传媒,"	",xushao19990626,390511,视频为主,L4,1160,2025-07-17 16:52,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,18.8,"3762139389346578637	",【冰感小毛巾】10包,1,武倩雯,武倩雯,2025-07-17 16:58:33,2025-07-17 16:58:40,2025-07-18 10:40:24
抖音,SPUXBB20250717165231DBZ0N596W,小许少传媒,"	",xushao19990626,390511,视频为主,L4,1160,2025-07-17 16:52,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,9.9,"3702937530157629739	",便携手帕湿巾8抽*28包,1,武倩雯,武倩雯,2025-07-17 16:58:33,2025-07-17 16:58:40,2025-07-18 10:40:24
抖音,SPUXBB20250717165231DBZ0N596W,小许少传媒,"	",xushao19990626,390511,视频为主,L4,1160,2025-07-17 16:52,米莉马莉一次性床上四件套床单被罩枕套酒店旅行旅游双人加厚隔脏,米莉马莉个人护理旗舰店,17.5,"3739308580185178474	",小兔子，三件套单人*1套,1,武倩雯,武倩雯,2025-07-17 16:58:33,2025-07-17 16:58:40,2025-07-18 10:40:24
抖音,SPUXBB20250717165231DBZ0N596W,小许少传媒,"	",xushao19990626,390511,视频为主,L4,1160,2025-07-17 16:52,米莉马莉一次性床上四件套床单被罩枕套酒店旅行旅游双人加厚隔脏,米莉马莉个人护理旗舰店,19.2,"3739308580185178474	",小狮子，四件套双人套装*1套,1,武倩雯,武倩雯,2025-07-17 16:58:33,2025-07-17 16:58:40,2025-07-18 10:40:24
快手,SPUXBB20250717162627I4GY247VZ,爱吃冰淇淋的姚腻腻,"	",31820141,190402,直播为主,,4710,2025-07-17 16:26,米莉马莉100%纯棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸加厚TX,米莉马莉母婴旗舰店,29.9,"24810691322810	",100%全棉洗脸巾80抽*3包,1,鞠洁,鞠洁,2025-07-17 16:58:33,2025-07-17 16:58:40,2025-07-18 10:40:24
快手,SPUXBB20250717162627I4GY247VZ,爱吃冰淇淋的姚腻腻,"	",31820141,190402,直播为主,,4710,2025-07-17 16:26,3017米莉马莉3层30抽*15包保湿乳霜保湿柔纸巾母婴可用,米莉马莉母婴旗舰店,19.8,"24745258995810	",保湿乳霜纸30抽*15包,2,鞠洁,鞠洁,2025-07-17 16:58:33,2025-07-17 16:58:40,2025-07-18 10:40:24
抖音,SPUXBB20250717162023G0G5OQVAM,打球的小王,"	",98678288771,4865,直播为主,,4137,2025-07-17 16:20,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,武倩雯,武倩雯,2025-07-17 16:58:33,2025-07-17 16:58:40,2025-07-18 10:40:24
抖音,SPUXBB20250717155405JJILLJ0QS,燕日用品挑选,"	",75303722711,28100,直播为主,,126,2025-07-17 15:54,【120抽共12包】米莉马莉保湿乳霜柔纸巾母婴保湿云柔巾抽纸巾柔软,米莉马莉母婴旗舰店,39.9,"3705916628995801503	",12包*120抽,1,徐蕾,徐蕾,2025-07-17 16:58:33,2025-07-17 16:58:40,2025-07-18 10:40:24
抖音,SPUXBB20250717155405JJILLJ0QS,燕日用品挑选,"	",75303722711,28100,直播为主,,126,2025-07-17 15:54,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,2025-07-17 16:58:33,2025-07-17 16:58:40,2025-07-18 10:40:24
抖音,SPUXBB20250717155405JJILLJ0QS,燕日用品挑选,"	",75303722711,28100,直播为主,,126,2025-07-17 15:54,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉婴童用品旗舰店,19.8,"3761524987874378009	",婴儿手口湿巾20抽*10包,1,徐蕾,徐蕾,2025-07-17 16:58:33,2025-07-17 16:58:40,2025-07-18 10:40:24
快手,SPUXBB202507171529348F4NXP5M2,丹丹要努力,"	",2589695321,378034,,,0,2025-07-17 15:29,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携湿巾迷你,米莉马莉母婴旗舰店,19.8,"24681765691810	",迷你手帕湿巾8抽*28包,2,鞠洁,鞠洁,2025-07-17 15:32:39,2025-07-17 16:58:40,2025-07-18 10:40:24
快手,SPUXBB20250717152510VSFL5Y2EH,小孙～记录生活,"	",2396626653,12897,,,0,2025-07-17 15:25,【大新专享】米莉马莉80抽10包婴儿手口湿巾新生儿专用实惠大包装,米莉马莉官方旗舰店,29.9,"20487907329356	",80抽*10包,1,鞠洁,鞠洁,2025-07-17 15:32:39,2025-07-17 16:58:40,2025-07-18 09:40:21
小红书,SPUXBB20250717152433TK9IR18M9,GracE桃子蜜,"	",566790563,7574,,,0,2025-07-17 15:24,20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉旗舰店,9.9,"6867485b75650600018271c0	",婴儿手口湿巾20抽*10包,1,徐蕾,徐蕾,2025-07-17 15:32:38,2025-07-17 16:58:40,2025-07-18 09:40:21
小红书,SPUXBB20250717152433TK9IR18M9,GracE桃子蜜,"	",566790563,7574,,,0,2025-07-17 15:24,保湿乳霜柔纸巾120抽*12包母婴保湿云柔巾柔润湿纸巾,米莉马莉旗舰店,27.9,"68636dd647fd8b00017f1680	",【共1440抽】12包*120抽,1,徐蕾,徐蕾,2025-07-17 15:32:38,2025-07-17 16:58:40,2025-07-18 09:40:21
小红书,SPUXBB20250717152312EE8FNVGTM,原来是右右酱丫,"	",L426123333,46281,,,0,2025-07-17 15:23,20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉旗舰店,9.9,"6867485b75650600018271c0	",婴儿手口湿巾20抽*10包,1,徐蕾,徐蕾,2025-07-17 15:32:38,2025-07-17 16:58:40,2025-07-18 10:40:24
小红书,SPUXBB20250717152312EE8FNVGTM,原来是右右酱丫,"	",L426123333,46281,,,0,2025-07-17 15:23,40抽12包新生儿柔纸巾婴儿保湿柔纸巾宝宝抽纸含乳霜抽纸,米莉马莉旗舰店,11.9,"6704db3875e23c00016335ff	",40抽*12包柔纸巾【含保湿因子三层120*180mm】,1,徐蕾,徐蕾,2025-07-17 15:32:38,2025-07-17 16:58:40,2025-07-18 10:40:24
小红书,SPUXBB20250717152135W8AMDSIB1,舒舒玛,"	",105332062,0,,,0,2025-07-17 15:21,20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉旗舰店,9.9,"6867485b75650600018271c0	",婴儿手口湿巾20抽*10包,1,徐蕾,徐蕾,2025-07-17 15:32:38,2025-07-17 16:58:40,2025-07-18 10:40:23
抖音,SPUXBB20250717150400ADJW10EVS,白浪阿祥,"	",xx5841006,10593,视频为主,L4,943,2025-07-17 15:04,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,武倩雯,武倩雯,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
抖音,SPUXBB202507171503232N100RC50,球球（努力版）," 93475713821	",369967587,163787,直播为主,L3,30,2025-07-17 15:03,【加厚4层30抽*15包起】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉婴童用品旗舰店,19.8,"3706832255759548879	",【尝鲜试用】4层加厚30抽*15包,1,李冰心,李冰心,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
抖音,SPUXBB20250717145848X2QLI9VHB,是涵涵吖~,"	",87911467738,3121,视频为主,,204,2025-07-17 14:58,【3层30抽*15包】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,MillyMally亲子旗舰店,39.8,"3753192607556174749	",30抽*15包,2,鞠洁,鞠洁,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
小红书,SPUXBB20250717144954SY632915Z,小红薯686FA468,"	",42214190253,3229,,,0,2025-07-17 14:49,20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉旗舰店,5.9,"6867485b75650600018271c0	",婴儿手口湿巾20抽*5包,1,徐蕾,徐蕾,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
小红书,SPUXBB202507171443095YBKNQR29,二魔呀,"	",102651142,9068,,,0,2025-07-17 14:43,80抽10包婴儿湿巾新生手口专用宝宝幼儿童大包装（分两个包裹发）,米莉马莉旗舰店,29.9,"66f60e15674dfd000152d4a1	",80抽*10包,1,徐蕾,徐蕾,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 09:40:21
小红书,SPUXBB202507171443095YBKNQR29,二魔呀,"	",102651142,9068,,,0,2025-07-17 14:43,20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉旗舰店,9.9,"6867485b75650600018271c0	",婴儿手口湿巾20抽*10包,1,徐蕾,徐蕾,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 09:40:21
小红书,SPUXBB202507171443095YBKNQR29,二魔呀,"	",102651142,9068,,,0,2025-07-17 14:43,保湿乳霜柔纸巾120抽*12包母婴保湿云柔巾柔润湿纸巾,米莉马莉旗舰店,27.9,"68636dd647fd8b00017f1680	",【共1440抽】12包*120抽,1,徐蕾,徐蕾,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 09:40:21
快手,SPUXBB20250717143900786F88GUL,艾雯萌了吧唧＠,"	",zaimalulu,14293,,,0,2025-07-17 14:39,米莉马莉80抽10包婴儿湿巾新生手口宝宝家庭实惠装,米莉马莉官方旗舰店,29.9,"20805249560356	",80抽*10包,1,鞠洁,鞠洁,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
抖音,SPUXBB20250717143012MF4LNCZMA,耶不吃香菜,"	",73706043504,3967,,L3,93,2025-07-17 14:30,米莉马莉80抽5包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,19.9,"3605884198252075967	",80抽*5包,1,倪萍萍,倪萍萍,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
抖音,SPUXBB20250717141546HXVI0E1WF,泡泡小雪芙,"1016376358609196	",xx941871572,9975,视频为主,L3,54,2025-07-17 14:15,【共1440抽】米莉马莉120抽*12包婴儿保湿乳霜柔纸巾母婴保湿云柔巾,MillyMally亲子旗舰店,29.5,"3712727444218839110	",12包*120抽,1,徐蕾,徐蕾,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
抖音,SPUXBB20250717141235HEIOEER2F,小城思思,"93135511844	",353296935,8520,直播为主,,2139,2025-07-17 14:12,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
抖音,SPUXBB20250717141235HEIOEER2F,小城思思,"93135511844	",353296935,8520,直播为主,,2139,2025-07-17 14:12,【3层30抽*15包】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,MillyMally亲子旗舰店,19.9,"3753192607556174749	",30抽*15包,1,徐蕾,徐蕾,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
小红书,SPUXBB20250717140828QJF5R38V8,蜡笔小灿灿,"	",95491327902,3626,,,0,2025-07-17 14:08,80抽10包婴儿湿巾新生手口专用宝宝幼儿童大包装（分两个包裹发）,米莉马莉旗舰店,29.9,"66f60e15674dfd000152d4a1	",80抽*10包,1,徐蕾,徐蕾,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
小红书,SPUXBB20250717140828QJF5R38V8,蜡笔小灿灿,"	",95491327902,3626,,,0,2025-07-17 14:08,保湿乳霜柔纸巾120抽*12包母婴保湿云柔巾柔润湿纸巾,米莉马莉旗舰店,27.9,"68636dd647fd8b00017f1680	",【共1440抽】12包*120抽,1,徐蕾,徐蕾,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
抖音,SPUXBB20250717135116OTMBS3NLO,叮叮当（假发版）,"	",41843970057,2540,直播为主,,1260,2025-07-17 13:51,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,9.9,"3702937530157629739	",便携手帕湿巾8抽*28包,1,倪萍萍,倪萍萍,2025-07-17 15:04:23,2025-07-17 15:04:37,2025-07-18 10:40:23
抖音,SPUXBB20250717133046M3U0QS6XY,奔跑的陌陌,"	",G122055645,16558,视频为主,L2,610,2025-07-17 13:30,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,武倩雯,武倩雯,2025-07-17 15:04:22,2025-07-17 15:04:37,2025-07-18 10:40:23
抖音,SPUXBB20250717131552HCGCEAVM4,桃桃吃不胖,"60776683528	",17283532,3925,视频为主,L1,2912,2025-07-17 13:15,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,李冰心,李冰心,2025-07-17 15:04:22,2025-07-17 15:04:37,2025-07-18 10:40:22
抖音,SPUXBB20250717125433K6Z2025VQ,萱萱宝💖,"2612896882754328	",tlf1370,8310,视频为主,L2,106,2025-07-17 12:54,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉婴童用品旗舰店,19.8,"3761524987874378009	",婴儿手口湿巾20抽*10包,1,何露,何露,2025-07-17 13:12:21,2025-07-17 13:12:23,2025-07-18 10:40:22
